578,2024-01-07T02:57:39Z,9408.90,106900.00,131000.00,2024-01-07T02:55:11Z,456.60,100000.00,169800.00
582,2024-01-07T02:55:44Z,1543.30,133800.00,159900.00,2024-01-07T02:54:53Z,17.30,15020.00,398500.00
583,2024-01-07T02:55:44Z,1454.10,495500.00,597500.00,2024-01-07T02:54:53Z,73.30,10000.00,645400.00
584,2024-01-07T02:55:44Z,797.10,230500.00,401500.00,2024-01-07T02:54:53Z,29.90,100000.00,484000.00
585,2024-01-07T02:55:44Z,1026.40,540000.00,634000.00,2024-01-07T02:54:53Z,106.40,10000.00,599000.00
586,2024-01-07T02:55:44Z,725.20,597400.00,748100.00,2024-01-07T02:54:53Z,13.30,10000.00,639600.00
587,2024-01-07T02:55:44Z,1509.40,413100.00,466000.00,2024-01-07T02:54:53Z,70.00,10000.00,648000.00
589,2024-01-07T02:55:44Z,585.00,417200.00,971000.00,2024-01-07T02:54:53Z,36.40,15010.00,648800.00
590,2024-01-07T02:55:44Z,277.40,416400.00,595700.00,2024-01-07T02:54:53Z,13.50,10010.00,498600.00
591,2024-01-07T02:55:44Z,276.00,243400.00,330300.00,2024-01-07T02:54:53Z,16.60,10000.00,400000.00
592,2024-01-07T02:55:45Z,476.50,125000.00,224900.00,2024-01-07T02:54:53Z,9.10,10000.00,489000.00
593,2024-01-07T02:55:45Z,1611.40,550800.00,616800.00,2024-01-07T02:54:53Z,47.80,52030.00,500000.00
594,2024-01-07T02:55:45Z,1233.90,203600.00,390000.00,2024-01-07T02:54:53Z,45.50,10000.00,395000.00
597,2024-01-07T02:55:44Z,1758.20,507100.00,623700.00,2024-01-07T02:54:53Z,51.30,113200.00,609100.00
598,2024-01-07T02:55:44Z,380.30,464900.00,574900.00,2024-01-07T02:54:53Z,16.60,10000.00,450000.00
599,2024-01-07T02:55:44Z,226.60,162800.00,249800.00,2024-01-07T02:54:53Z,18.20,10030.00,648100.00
602,2024-01-07T02:55:44Z,1476.30,483300.00,617000.00,2024-01-07T02:54:53Z,61.60,10000.00,596500.00
603,2024-01-07T02:55:44Z,4422.80,163600.00,209000.00,2024-01-07T02:54:53Z,51.60,10000.00,597700.00
605,2024-01-07T02:55:44Z,4368.00,626200.00,710000.00,2024-01-07T02:54:53Z,149.30,10000.00,599900.00
607,2024-01-07T02:55:45Z,858.70,520400.00,645400.00,2024-01-07T02:54:53Z,21.20,10000.00,600000.00
608,2024-01-07T02:55:45Z,984.90,548000.00,599800.00,2024-01-07T02:54:53Z,47.40,20010.00,544900.00
609,2024-01-07T02:55:45Z,541.80,389200.00,443800.00,2024-01-07T02:54:53Z,57.90,10000.00,400000.00
620,2024-01-07T02:55:45Z,692.10,9974000.00,10990000.00,2024-01-07T02:54:53Z,50.90,7500000.00,9500000.00
621,2024-01-07T02:55:45Z,1666.50,13190000.00,14180000.00,2024-01-07T02:54:53Z,198.80,7500000.00,11990000.00
622,2024-01-07T02:55:44Z,465.50,12750000.00,14220000.00,2024-01-07T02:54:53Z,77.00,8751000.00,15500000.00
623,2024-01-07T02:55:45Z,401.30,11620000.00,13870000.00,2024-01-07T02:54:53Z,22.60,10000000.00,16230000.00
624,2024-01-07T02:55:45Z,248.50,12100000.00,13500000.00,2024-01-07T02:54:53Z,10.00,11850000.00,13650000.00
625,2024-01-07T02:55:45Z,286.80,9250000.00,10950000.00,2024-01-07T02:54:53Z,8.40,1025000.00,10000000.00
626,2024-01-07T02:55:45Z,1109.00,12510000.00,13890000.00,2024-01-07T02:54:53Z,211.40,11410000.00,11420000.00
627,2024-01-07T02:55:45Z,418.40,11660000.00,13930000.00,2024-01-07T02:54:53Z,30.60,5001000.00,15900000.00
628,2024-01-07T02:55:45Z,210.00,8176000.00,10980000.00,2024-01-07T02:54:53Z,20.30,9000000.00,13190000.00
629,2024-01-07T02:55:45Z,249.00,10730000.00,11760000.00,2024-01-07T02:54:53Z,14.50,8525000.00,10530000.00
630,2024-01-07T02:55:45Z,107.30,11720000.00,13890000.00,2024-01-07T02:54:53Z,32.90,10000000.00,15000000.00
631,2024-01-07T02:55:45Z,268.80,9082000.00,10850000.00,2024-01-07T02:54:53Z,68.10,5000000.00,12250000.00
632,2024-01-07T02:55:45Z,200.90,9162000.00,10960000.00,2024-01-07T02:54:53Z,19.40,11250000.00,14350000.00
633,2024-01-07T02:55:45Z,119.90,9508000.00,10990000.00,2024-01-07T02:54:53Z,27.50,5001000.00,14960000.00
634,2024-01-07T02:55:45Z,394.80,10000000.00,10990000.00,2024-01-07T02:54:53Z,57.40,10110000.00,18720000.00
638,2024-01-07T02:55:45Z,234.30,336800000.00,364400000.00,2024-01-07T02:54:53Z,9.60,312500000.00,418400000.00
639,2024-01-07T02:55:45Z,130.90,344000000.00,374900000.00,2024-01-07T02:54:53Z,5.60,330000000.00,389000000.00
640,2024-01-07T02:55:45Z,102.90,271100000.00,287600000.00,2024-01-07T02:54:53Z,2.30,177500000.00,319900000.00
641,2024-01-07T02:55:45Z,149.30,337900000.00,358100000.00,2024-01-07T02:54:53Z,9.30,175000000.00,315000000.00
642,2024-01-07T02:55:45Z,68.80,295400000.00,322300000.00,2024-01-07T02:54:53Z,4.70,237500000.00,349900000.00
643,2024-01-07T02:55:45Z,78.90,342000000.00,369900000.00,2024-01-07T02:54:53Z,5.80,300000000.00,421400000.00
644,2024-01-07T02:55:45Z,113.40,361100000.00,373600000.00,2024-01-07T02:54:53Z,7.70,277500000.00,350900000.00
645,2024-01-07T02:55:45Z,158.90,319200000.00,348600000.00,2024-01-07T02:54:53Z,18.00,287500000.00,396500000.00
648,2024-01-07T02:55:45Z,1070.50,710000.00,862900.00,2024-01-07T02:54:53Z,48.30,2500000.00,3744000.00
649,2024-01-07T02:55:45Z,662.20,2902000.00,3415000.00,2024-01-07T02:54:53Z,65.60,2500000.00,3790000.00
650,2024-01-07T02:55:45Z,405.30,2118000.00,2700000.00,2024-01-07T02:54:53Z,86.80,1030000.00,3000000.00
651,2024-01-07T02:55:45Z,128.80,3067000.00,3473000.00,2024-01-07T02:54:53Z,42.90,3000000.00,4463000.00
652,2024-01-07T02:55:45Z,178.00,2801000.00,3676000.00,2024-01-07T02:54:53Z,15.40,2500000.00,4239000.00
653,2024-01-07T02:55:45Z,263.40,1705000.00,2482000.00,2024-01-07T02:54:53Z,24.00,2576000.00,4000000.00
654,2024-01-07T02:55:45Z,228.00,2801000.00,3330000.00,2024-01-07T02:54:53Z,57.40,1750000.00,3724000.00
655,2024-01-07T02:55:45Z,800.80,2565000.00,3447000.00,2024-01-07T02:54:53Z,224.00,1750000.00,3624000.00
656,2024-01-07T02:55:45Z,402.30,2706000.00,3293000.00,2024-01-07T02:54:53Z,46.20,2250000.00,3694000.00
657,2024-01-07T02:55:45Z,467.10,2757000.00,3438000.00,2024-01-07T02:54:53Z,114.80,2250000.00,3493000.00
671,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
683,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
684,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
685,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
686,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
687,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
688,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
689,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
690,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
691,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
692,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
693,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
786,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
788,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
790,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
819,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
821,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
823,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
825,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
826,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
828,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
831,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
833,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
838,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
842,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
843,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
846,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
936,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
937,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
939,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
940,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
941,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
944,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
945,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
946,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
949,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
950,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
952,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
954,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
955,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
956,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
968,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
969,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
970,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
971,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
972,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
973,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
974,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
975,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
976,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
977,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
978,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
979,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
983,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
984,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
985,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
987,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
988,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
990,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
994,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
995,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
996,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
997,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
998,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
999,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1067,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1071,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1072,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1073,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1079,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1080,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1095,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1096,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1102,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1103,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1109,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1114,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1115,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1116,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1119,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1120,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1121,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1124,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1125,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1129,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1195,2024-01-07T02:56:32Z,1915.70,46190.00,68790.00,2024-01-07T02:55:00Z,42.70,100.00,45000.00
1196,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1201,2024-01-07T02:56:42Z,17554.40,95920.00,120600.00,2024-01-07T02:55:02Z,40.40,10070.00,95080.00
1214,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1236,2024-01-07T02:56:58Z,8309.90,656600.00,822700.00,2024-01-07T02:55:05Z,946.60,256000.00,641400.00
1237,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1244,2024-01-07T02:56:58Z,2058.20,21030.00,25000.00,2024-01-07T02:55:05Z,11.00,480.00,48000.00
1245,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1317,2024-01-07T02:57:01Z,8106.20,3741.00,6489.00,2024-01-07T02:55:05Z,136.70,101.00,11750.00
1318,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1319,2024-01-07T02:57:01Z,27742.20,397000.00,411000.00,2024-01-07T02:55:05Z,2398.40,375100.00,529400.00
1320,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1403,2024-01-07T02:56:58Z,10084.00,11500.00,27730.00,2024-01-07T02:55:05Z,225.20,35100.00,49800.00
1404,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1405,2024-01-07T02:56:58Z,49066.00,402100.00,437000.00,2024-01-07T02:55:05Z,2979.20,505300.00,588900.00
1406,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1445,2024-01-07T02:56:32Z,1114.90,16000.00,24390.00,2024-01-07T02:55:00Z,34.30,100.00,35000.00
1446,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1447,2024-01-07T02:56:32Z,8622.80,509500.00,576000.00,2024-01-07T02:55:00Z,954.10,222800.00,730000.00
1448,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1539,2024-01-07T02:56:31Z,1397.70,11060.00,27320.00,2024-01-07T02:55:00Z,19.80,5000.00,26700.00
1540,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1541,2024-01-07T02:56:31Z,7066.70,724100.00,884200.00,2024-01-07T02:55:00Z,1120.20,450000.00,824600.00
1542,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1808,2024-01-07T02:57:33Z,1765.40,23580.00,39380.00,2024-01-07T02:55:11Z,83.80,10.00,73510.00
1809,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1875,2024-01-07T02:56:29Z,4127.90,16860.00,65000.00,2024-01-07T02:54:59Z,78.20,100.00,17750.00
1876,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1877,2024-01-07T02:56:29Z,14803.60,903600.00,996500.00,2024-01-07T02:54:59Z,938.90,639900.00,1114000.00
1878,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1944,2024-01-07T02:55:45Z,196.00,1714000.00,3210000.00,2024-01-07T02:54:53Z,28.20,3000000.00,3977000.00
1945,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
1952,2024-01-07T02:56:33Z,9975.90,1050000.00,1198000.00,2024-01-07T02:55:00Z,1016.90,602900.00,998400.00
1973,2024-01-07T02:56:33Z,2993.00,1095.00,34000.00,2024-01-07T02:55:00Z,40.80,1013.00,49970.00
1977,2024-01-07T02:56:37Z,1186.00,251.00,15000.00,2024-01-07T02:55:01Z,2.80,5.00,25000.00
1978,2024-01-07T02:56:37Z,7954.80,1343000.00,1579000.00,2024-01-07T02:55:01Z,853.30,1445000.00,1792000.00
1998,2024-01-07T02:56:38Z,2066.90,3076.00,32060.00,2024-01-07T02:55:01Z,2.10,5.00,99200.00
1999,2024-01-07T02:56:38Z,6066.20,948300.00,1071000.00,2024-01-07T02:55:01Z,465.30,583200.00,884900.00
2006,2024-01-07T02:55:45Z,248.50,11780000.00,13780000.00,2024-01-07T02:54:53Z,9.60,1278000.00,10500000.00
2007,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
2020,2024-01-07T02:56:37Z,3567.20,120000.00,198000.00,2024-01-07T02:55:01Z,9.60,100.00,696900.00
2021,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
2032,2024-01-07T02:56:32Z,11413.00,625400.00,735000.00,2024-01-07T02:55:00Z,1195.40,374900.00,776800.00
2033,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
2046,2024-01-07T02:56:24Z,33300.40,6821.00,9000.00,2024-01-07T02:54:58Z,403.20,101.00,8500.00
2047,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
2048,2024-01-07T02:56:24Z,68494.80,420000.00,459800.00,2024-01-07T02:54:58Z,3797.70,481000.00,527300.00
2049,2012-01-01T00:00:00Z,-1.00,0.00,0.00,2012-01-01T00:00:00Z,-1.00,0.00,0.00
2161,2024-01-07T02:55:44Z,450.80,235500.00,395000.00,2024-01-07T02:54:53Z,36.60,30030.00,627900.00
